user,poi
0,892a1072c1bffff 892a1072c1bffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100deabffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100d887ffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a100d66fffff 
0,892a1072c1bffff 892a1072c1bffff 892a100d167ffff 892a1076647ffff 892a100de9bffff 892a100deabffff 
0,892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100de97ffff 892a100de9bffff 892a100de9bffff 892a100debbffff 892a100deabffff 892a100deabffff 892a100d883ffff 892a100d883ffff 
0,892a100d167ffff 892a100d167ffff 892a1076647ffff 892a100de9bffff 892a100deabffff 892a100d883ffff 892a100deabffff 892a100de9bffff 892a100d167ffff 
0,892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 892a1072ccfffff 892a1072c1bffff 
0,892a100d88fffff 892a100d887ffff 892a100d8b3ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 892a1072c1bffff 
0,892a100de9bffff 892a100de9bffff 892a100debbffff 892a100deabffff 892a100d883ffff 892a100d887ffff 892a100d8b3ffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 
0,892a100d883ffff 892a100d8b3ffff 892a100d88fffff 892a100d88fffff 892a100d883ffff 892a100d8b3ffff 892a100deabffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 
0,892a100d883ffff 892a100d887ffff 892a100d887ffff 892a1072c1bffff 892a1072c1bffff 
0,892a100d883ffff 892a100d887ffff 892a100d9dbffff 892a1072c1bffff 892a1072cc7ffff 892a1072ccfffff 892a1072c1bffff 892a1072c1bffff 
0,892a1072c1bffff 892a1072c1bffff 892a10721b7ffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d88fffff 892a100d88fffff 892a100d883ffff 892a100d883ffff 892a100deabffff 892a100d8b3ffff 892a100dea7ffff 892a100dea7ffff 892a100deabffff 892a100deabffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a107216bffff 
0,892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100d887ffff 892a100d8b3ffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100d167ffff 
0,892a1072c1bffff 892a100de9bffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100debbffff 892a100deabffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d8a3ffff 892a100d887ffff 892a100d883ffff 892a100d887ffff 892a100d8b3ffff 892a1072c1bffff 892a1072c1bffff 892a100d207ffff 892a1072c1bffff 892a1072c1bffff 
0,892a1072c1bffff 892a100114bffff 892a100d883ffff 892a100d883ffff 892a100d883ffff 892a100d8bbffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 892a1072ccfffff 
0,892a100d883ffff 892a100d8b3ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a100de9bffff 892a1076647ffff 892a100d167ffff 892a100d883ffff 892a100d883ffff 892a100d883ffff 892a100d8b3ffff 892a100dea7ffff 892a100dea7ffff 892a100deabffff 892a100de9bffff 892a1076647ffff 892a100d167ffff 892a100d167ffff 892a100d657ffff 892a100d657ffff 
0,892a100deabffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100de83ffff 892a100deabffff 892a100deabffff 
0,892a10721b7ffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100deabffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100d887ffff 892a100d8b3ffff 892a100deabffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 
0,892a100d883ffff 892a100d887ffff 892a100d887ffff 892a100d8b3ffff 892a1072c1bffff 892a1072ccfffff 892a1072ccfffff 892a1072ccfffff 892a1072c1bffff 
0,892a1072c1bffff 892a1072c1bffff 892a100d607ffff 892a100d6abffff 892a100d6abffff 892a100db33ffff 
0,892a1072c1bffff 892a1072c1bffff 892a100d167ffff 892a100d887ffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a100de9bffff 892a1076647ffff 892a100d167ffff 892a1076647ffff 892a100de9bffff 892a100d883ffff 892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100deabffff 892a100de83ffff 892a100de9bffff 892a1076647ffff 
0,892a100d883ffff 892a100d883ffff 892a100d8b3ffff 892a100d8b3ffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a1072ccfffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a10721b7ffff 892a10721b7ffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100deabffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100dd4fffff 892a100dd4bffff 892a100dd43ffff 892a100d817ffff 
0,892a100de9bffff 892a100de9bffff 892a100de9bffff 892a1073517ffff 892a100deabffff 892a100deabffff 892a100d883ffff 892a100d883ffff 
0,892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100d8b3ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100d8b3ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 
0,892a107605bffff 892a100de9bffff 892a100de9bffff 892a100de83ffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d8b3ffff 892a100d9bbffff 892a100d9cfffff 892a100d88fffff 892a100d88fffff 
0,892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a100d6abffff 892a1076647ffff 892a100d167ffff 892a100de9bffff 892a1076647ffff 892a100de9bffff 892a100debbffff 892a100deabffff 892a100deabffff 
0,892a1076647ffff 892a100de9bffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d8bbffff 892a100d8bbffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 
0,892a10721b7ffff 892a10721b7ffff 892a100de9bffff 892a100de9bffff 892a100d883ffff 892a100d883ffff 892a100d887ffff 892a100d887ffff 892a100d887ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a1072c1bffff 892a10721b7ffff 892a10721b7ffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100debbffff 892a100deabffff 892a100d883ffff 892a100d8b3ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a1076647ffff 892a100de9bffff 892a100deabffff 892a100d883ffff 892a100d883ffff 892a100d883ffff 892a100d8bbffff 892a100d947ffff 
0,892a100de9bffff 892a100de9bffff 892a100debbffff 892a100debbffff 892a100deabffff 892a100d883ffff 892a100dd4bffff 892a100d887ffff 892a100d887ffff 892a100deabffff 892a100deabffff 892a100de9bffff 
0,892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a1072cc7ffff 892a1072ccfffff 
0,892a1072c1bffff 892a10721b7ffff 892a100d167ffff 892a100de9bffff 892a100de9bffff 892a100debbffff 892a100d883ffff 892a100d883ffff 892a100d8b3ffff 892a1072c67ffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 892a1072c1bffff 
0,892a100de9bffff 892a100d887ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 
0,892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a10721b7ffff 892a10721b7ffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100de9bffff 892a100d167ffff 892a100d167ffff 892a100d883ffff 892a100d887ffff 892a100d883ffff 892a100d8b3ffff 892a100d9dbffff 892a1072c1bffff 892a1072c1bffff 892a1072c1bffff 892a1072ccfffff 892a1072ccfffff 892a1072c1bffff 892a1072c1bffff 
