user,poi
0,1894 29311 1869 18448 11066 11070 16434 16436 25600 13780 5241 233 2487 20918 36234 
0,56715 40522 58564 8542 11070 16434 16436 8309 21118 18467 13780 25600 
0,11577 24460 1401 1692 29309 1894 5024 15326 20534 3988 11066 11070 16434 25600 13780 
0,16434 16436 25600 5241 26100 
0,26100 5241 13780 25600 1869 18448 11066 11070 16434 16436 8309 21118 18467 18454 
0,6307 512 492 485 482 191 192 6386 1894 317 310 1869 1869 191 482 485 492 6307 
0,18524 19208 5236 45973 21118 18467 18454 16436 16434 18448 1869 11066 11070 25600 13780 5241 26100 
0,18448 1869 11066 11070 33182 16436 25600 13780 5241 26100 
0,18448 11066 11070 16436 16434 21118 18454 25600 13780 45973 5241 
0,9262 15326 20510 3774 20525 20534 18524 26100 18448 1869 317 9506 28717 192 482 485 7851 1537 28727 
0,16904 11066 11070 16434 16436 18454 18467 8309 25600 13780 5241 26100 18448 1869 317 192 191 
0,25600 13780 5241 9506 2822 20444 26 6451 6302 4131 21 19 2250 22059 1140 5493 2097 5111 560 281 11066 11070 16434 16436 
0,482 512 9238 11066 11070 25600 13780 5241 26100 
0,18448 260 21102 30 33182 11066 16434 1869 2076 33529 
0,30 5024 15326 3774 20534 20497 20525 18524 5236 19208 45973 25600 5241 26100 18448 1869 317 9506 2076 2304 
0,18448 1869 11066 11070 33182 16434 16436 18454 18467 8309 5236 19208 5236 13780 5241 26100 18448 1869 317 9506 192 191 482 485 33529 16904 
0,3774 20534 20525 25600 16434 16436 16428 11066 11070 8309 18467 18454 21118 7069 
0,30 11066 16434 16436 25600 13780 5241 26100 
0,15660 16434 16436 8309 18467 18454 25600 13780 5241 26100 
0,1869 317 9506 2076 192 191 482 492 512 16904 
0,26100 45973 13780 18448 1869 2076 56715 2494 1401 317 11070 16434 21118 18467 18454 
0,11066 16434 16436 33182 15660 95 18803 310 1869 18448 39368 25600 13780 5241 26100 
0,25600 13780 5241 26100 16434 16428 16436 18467 18454 8309 
0,18448 1869 317 9506 30240 1401 1404 1692 11066 11070 16436 16434 
0,512 492 485 482 191 192 1692 9506 317 30 
0,6307 2364 11437 11632 1869 
0,2822 2904 26 6451 18803 95 5395 9506 317 30 1869 11066 11070 25600 13780 5241 26100 
0,5395 95 33182 11066 11070 16434 16436 25600 5241 
0,11066 11070 8309 317 192 
0,33182 16434 8309 18467 18454 21118 
0,512 16904 25600 5241 11066 11070 16434 16436 33182 8309 21118 18467 18454 18448 317 9506 2076 191 482 512 
0,1401 1404 11066 16434 21118 18467 18454 13780 5241 18448 1869 30 
0,482 485 492 512 33529 16904 9238 1404 11066 11070 25600 15660 33182 16434 16436 13780 5241 26100 1869 317 9506 192 485 492 512 33529 16904 
0,30 56 11066 11070 16436 8309 21118 18467 25600 13780 5241 26100 
0,26100 5241 45973 25600 5236 18524 47082 19208 39955 48396 61557 8309 21118 18467 18454 16434 16436 11066 11070 18448 1869 
0,16434 16436 25600 13780 5241 26100 
0,12604 49296 32458 22817 31122 16647 
0,482 485 492 26869 26953 26969 26970 512 492 485 482 347 191 192 1401 9506 317 30 1869 11066 11070 13780 18448 
0,8309 21118 18467 25600 13780 5241 26100 18448 1869 11066 11070 33182 
0,16436 21118 18467 18454 5236 47082 
0,33529 1894 25600 13780 5241 11066 11070 16436 2076 
0,25600 13780 5241 26100 1869 11066 11070 33182 16434 16436 8309 21118 18467 18454 18448 1869 9506 191 512 
0,19208 5236 18448 1869 25600 13780 26100 8309 18467 18454 41085 41116 41121 15263 41127 
0,512 492 485 482 347 191 192 9506 317 310 30 1869 16428 11066 16434 16436 8309 1869 317 9506 192 191 482 485 512 6307 
0,13780 5241 26100 18448 11070 33182 8309 21118 18467 317 9506 482 492 33529 16904 
0,1869 317 9506 192 482 492 512 33529 16904 1401 1692 1404 1894 9506 1869 11066 11070 25600 13780 5241 26100 
0,482 33182 16436 8309 21118 26100 
0,1869 18448 11066 11070 18451 16434 16436 8309 18454 18467 13780 5241 18508 5236 6020 18524 5236 19208 1869 310 317 9506 192 191 482 485 492 
0,18448 11066 11070 16434 25600 5241 26100 45973 
0,16904 25600 5241 26100 13780 11070 16434 33182 317 2076 192 191 492 16904 
0,512 492 192 41807 8535 8542 9506 317 30 15660 33182 11066 11070 25600 13780 5241 
0,1401 11070 8309 18467 51412 51436 45973 5236 19208 41399 5241 26100 
0,1869 317 9506 192 191 485 512 6307 
0,18448 9506 11066 11070 18467 18454 8309 25600 45973 5241 26100 
0,26100 5241 13780 25600 1869 18448 11066 33182 11070 16434 16436 8309 18467 18454 
0,1401 1692 11066 11070 16434 16436 18448 1869 317 192 
0,27349 9238 12119 512 492 485 482 347 191 192 9506 2076 317 1869 11066 25600 18448 317 191 485 512 1869 9506 192 482 
0,33529 512 492 485 482 347 191 192 9506 317 33182 11066 11070 25600 13780 5241 26100 
0,21705 11066 21118 18454 1869 317 9506 192 512 16904 
0,18448 9506 2076 56715 1401 25600 13780 45973 5241 26100 11070 16434 16436 33182 8309 21118 18467 
0,27971 5241 13780 16434 16436 11066 18454 18467 8309 25600 26100 22108 
0,5241 13780 25600 18448 1869 317 9506 1894 52460 12167 42404 51909 16436 8309 18454 
0,33182 11066 11070 21118 33182 33529 16904 
0,8309 1869 310 317 9506 192 191 482 492 12660 
0,191 482 512 33529 16904 
